"originalAsin","reviewsCount","brand","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/url","bestsellerRanks/3/url","productOverview/0/key","productOverview/0/value","productOverview/1/value","productOverview/2/key","productOverview/3/key","productOverview/3/value","productOverview/4/key","productOverview/4/value","productOverview/5/key","productOverview/5/value","productOverview/6/key","productOverview/6/value","productOverview/7/key","productOverview/7/value","productOverview/8/key","productOverview/8/value","productOverview/9/key","productOverview/9/value","author","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","loadedCountryCode","url","price","price/currency","price/value","description","features/0","features/1","features/2","features/4","features/5","features/6","features/8","asin","stars","listPrice","listPrice/currency","listPrice/value","inStock","delivery","priceRange","fastestDelivery"
"B0CQTKPKQS","46","Dell",,"Computers & Accessories","1056","https://www.amazon.com/gp/bestsellers/pc/ref=pd_zg_ts_pc","Tower Computers","19","https://www.amazon.com/gp/bestsellers/pc/13896597011/ref=pd_zg_hrsr_pc",,,"Brand","Dell","Windows 11 Pro","CPU Model","CPU Speed","3 GHz","Cache Size","18 MB","Graphics Card Description","Integrated","Graphics Coprocessor","Intel UHD 770 Graphics","Memory Storage Capacity","64 GB","Specific Uses For Product","Business","Personal computer design type","Computer Tower",,,,,,,,,,"A2V8LKBNX6A82","Halandy Electronics",,,"https://www.amazon.com/sp?seller=A2V8LKBNX6A82","US","https://www.amazon.com/dp/B0CQTKPKQS",,"$","699.99","Processor: 12th Gen Intel Core i5-12500 (up to 4.6 GHz with Intel Turbo Boost Technology, 18 MB Intel Smart cache, 6 cores, 12 threads) Graphics: Integrated Intel® UHD Graphics 770 Operating system:Windows 11 Pro, 64-bit, English Memory: 32GB DDR4 RAM Hard Drive: 1TB PCIe M.2 Solid State Drive Optical Drive: DVD-RW Front Ports: 2x USB 3.2 Gen 12x USB 2.01x Microphone/Headphone 3.5mm Jack Rear Ports: 1x HDMI 2.11x DisplyPort 1.41x power connector1x RJ-452x USB 2.02x USB 3.2 Gen 1 Connectivity: Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth® 5 Keyboard: Dell Wired Keyboardwith Numeric Keypad, UK (QWERTY) - Wired Mouse Included Color: Black Dimensions L x W x H (inches): 12.5 x 11.5 x 6 Weight: Start at 10.3 lbs","【Processor】 The device is equipped with a 12th Gen Intel Core i5-12500 processor, featuring 18 MB Intel Smart cache, 6 cores, 12 threads, and a Turbo speed ranging from 3.0 GHz to 4.6 GHz.","【Premium RAM and Storage】 Users can customize their setup with up to 64GB DDR4 RAM, ensuring seamless performance across multiple applications. Storage options include up to 2TB PCIe M.2 Solid State Drive for ultra-fast access speeds, or up to 1TB 3.5 inch HDD, offering ample space for extensive file archives and large applications.","【Graphics and DVD】 The system includes an integrated Intel UHD 770 Graphics card and a slim drive with an emergency eject pinhole for reading from and writing to CDs and DVDs.","【Operating System】 Optimize your computing experience with the Windows 11 Pro, 64-bit operating system, delivering a seamless user interface and language support in US English.",,,,"B0CQTKPKQS","4.3",,,,"true","Thursday, January 16",,"Thursday, January 16"
"B0B2D77YB8","2105","HP",,"Computers & Accessories","18","https://www.amazon.com/gp/bestsellers/pc/ref=pd_zg_ts_pc","Traditional Laptop Computers","1","https://www.amazon.com/gp/bestsellers/pc/13896615011/ref=pd_zg_hrsr_pc",,,"Brand","HP","HP Laptop","Screen Size","Color","Snowflake White","Hard Disk Size","64 GB","CPU Model","Celeron N","Ram Memory Installed Size","8 GB","Operating System","Windows 11 Home","Graphics Card Description","Integrated","Graphics Coprocessor","Intel UHD Graphics 600",,,,,,,,,,"AM0VWZ1WMK39K","AMAZING WAREHOUSE DEAL(Record SN)",,,"https://www.amazon.com/sp?seller=AM0VWZ1WMK39K","US","https://www.amazon.com/dp/B0B2D77YB8",,"$","265.99","Switching out of S mode in Windows 11 Windows 11 in S mode is designed for security and performance, exclusively running apps from the Microsoft Store. If you want to install an app that isn't available in the Microsoft Store, you'll need to switch out of S mode 1. On your PC running Windows 11 in S mode, open Settings > System > Activation. 2. In the Switch to Windows 11 Pro section, select Go to the Store. (If you also see an ""Upgrade your edition of Windows"" section, be careful not to click the ""Go to the Store"" link that appears there.) 3. On the Switch out of S mode (or similar) page that appears in the Microsoft Store, select the Get button. After you see a confirmation message on the page, you'll be able to install apps from outside of the Microsoft Store. HP 14 inch Laptop for Business and Student: Sleek design: Easily take this thin and light PC from room to room or on the road Dual array microphones: With two microphones and advanced noise reduction software, you'll always sound crystal clear when you video chat or record Display: 14.0-inch diagonal, HD (1366 x 768), micro-edge, BrightView Processor: Intel Celeron N4120, 4 Cores & 4 Threads Memory:Upgraded to 8GB DDR4 Storage: 64GB eMMC+128GB Micro SD Graphics: Intel UHD Graphics 600 Operating System: Windows 11 Home in S mode HP Fast Charge: Go from 0 to 50% charge in approximately 45 minutes Battery Life: Up to 11 hours and 30 minutes (video playback); Up to 9 hours (wireless streaming) Webcam: HP True Vision 720p HD camera with integrated dual array digital microphones Connectivity: 802.11a/b/g/n/ac (2x2)(19a) Wi-Fi and Bluetooth combo Dimensions: 12.76 x 8.86 x 0.71 inches Weight: 3.24 lbs","【14"" HD Display】14.0-inch diagonal, HD (1366 x 768), micro-edge, BrightView. With virtually no bezel encircling the display, an ultra-wide viewing experience provides for seamless multi-monitor set-ups","【Processor & Graphics】Intel Celeron N4120, 4 Cores & 4 Threads, 1.10 GHz Base Frequency, Up to 2.60 GHz Burst Frequency, 4 MB Cahce, Intel UHD Graphics 600, Handle multitasking reliably with the perfect combination of performance, power consumption, and value","【RAM & Storage】8GB high-bandwidth DDR4 Memory (2400 MHz), Adequate high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once. 64GB high-speed eMMC Storage for your office and webinar needs","【Windows 11 Home in S mode】You may switch to regular windows 11: Press ""Start button"" bottom left of the screen; Select ""Settings"" icon above ""power"" icon;Select ""Activation"", then Go to Store; Select Get option under ""Switch out of S mode""; Hit Install. (If you also see an ""Upgrade your edition of Windows"" section, be careful not to click the ""Go to the Store"" link that appears there.)",,,,"B0B2D77YB8","4.1",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B0947BJ67M","2072","HP",,,,,,,,,,"Brand","HP","14-dq0040nr","Screen Size","Color","Snowflake White","Hard Disk Size","64 GB","CPU Model","Celeron N4020","Ram Memory Installed Size","4 GB","Operating System","Windows 11 S","Special Feature","Micro-edge Bezel","Graphics Card Description","Integrated",,,,,,,,,,"A2R87W6XPBZ1J4","Snow Bell",,,"https://www.amazon.com/sp?seller=A2R87W6XPBZ1J4","US","https://www.amazon.com/dp/B0947BJ67M",,"$","176.88",,"READY FOR ANYWHERE – With its thin and light design, 6.5 mm micro-edge bezel display, and 79% screen-to-body ratio, you’ll take this PC anywhere while you see and do more of what you love (1)","MORE SCREEN, MORE FUN – With virtually no bezel encircling the screen, you’ll enjoy every bit of detail on this 14-inch HD (1366 x 768) display (2)","ALL-DAY PERFORMANCE – Tackle your busiest days with the dual-core, Intel Celeron N4020—the perfect processor for performance, power consumption, and value (3)","STORAGE AND MEMORY – An embedded multimedia card provides reliable flash-based, 64 GB of storage while 4 GB of RAM expands your bandwidth and boosts your performance (6)",,,,"B0947BJ67M","4",,"$","209.99","true","Saturday, January 18",,"Saturday, January 18"
"B07DQNYD8Z","4107","PlayMonster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B07DQNYD8Z",,"$","16.99",,"NOSTALGIC WATER GAME: Enjoy the classic fun of the Original Waterfuls, now with 6 interchangeable arcade games backgrounds for endless entertainment","SIMPLE AND FUN: Perfect for road trip activities for kids, just fill with water, pick a background, and start playing. Perfect for little hands","SCREEN-FREE PLAY: Encourage imaginative and active play without the need for screens, cords, or batteries. Perfect for maintaining a healthy playtime balance","SKILL-BUILDING PLAY: A great addition to toddler games and preschool game collections, helping young children develop important motor skills and coordination",,,,"B07DQNYD8Z","4.4",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B0CS7LHLZT","272","Hasbro Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0CS7LHLZT",,"$","15.99",,"ELECTRONIC TABLETOP HOCKEY GAME: Get ready for action-packed excitement with the Hypershot electronic kids game! It’s up and moving fun, as players slide their puck and try to hit the lights before their opponent","COMPETITIVE, PUCK-SHOOTING FRENZY: In this air hockey-themed game for kids, players shoot their pucks at moving or stationary lights and compete to own the “ice.” The first to win 4 rounds is the champion","5 HIGH-ACTION GAMES IN 1: Play again and again with 5 game modes! Go head-to-head in four different 2-player games—Ricochet, Slap Shot, Shoot-Out, and Face-Off—or hone skills solo in Trainer mode","PORTABLE AND STORABLE: Compete at home and on the go! With easy, in-game storage, this portable game is a snap to pack up and toss in a bag. It’s an ideal kids travel game for busy families","FUN GIFT FOR KIDS: Active games and sports games make cool gifts for kids, and the Hypershot game is a great holiday or birthday gift for boys, girls, and kids ages 8 and up",,,"B0CS7LHLZT","4.5",,"$","19.99","true","Saturday, January 18",,"Tomorrow, January 14"
"B0DK415WPV","110","HP",,,,,,,,,,"Brand","HP","HP 14","Screen Size","Color","Silver","Hard Disk Size","384 GB","CPU Model","Celeron","Operating System","Windows 11 S","Special Feature","HD Audio","Graphics Card Description","Integrated","Graphics Coprocessor","Intel UHD Graphics",,,,,,,,,,"A2BWHJMXWRZ2LP","Smartisan Tech",,,"https://www.amazon.com/sp?seller=A2BWHJMXWRZ2LP","US","https://www.amazon.com/dp/B0DK415WPV",,"$","399.99",,"【Processor】Intel Celeron N4120 (4 Cores, 4 Threads, Max Boost Clock Up to 2.60Ghz, 4MB Cache). Intel UHD Graphics 600. This 14-inch laptop is also equipped with Windows 11 S, which makes your work or study easy and convenient.","【Display】14"" HD, LED, 1366 x 768 resolution.","【Exceptional Storage Space】Equipped with DDR4 RAM and eMMC Solid State Drive, runs smoothly, responds quickly, handles multi-application and multimedia workflows efficiently and quickly.","【Designed for the Office】With Windows 11 S, Intel UHD Graphics 600, Bluetooth. Up to 11 hours and 30 minutes battery life. HP Imagepad with multi-touch gesture support. HD Audio with stereo speakers, it ensures a stylish and innovative look, excellent portability, and is suitable for daily work and play. It is a great choice for businesses, offices, or students.",,,,"B0DK415WPV","4",,,,"true","Wednesday, January 15",,
"B0CQM47L9S","1004","Coodoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AB7OLCUZV8GD1","Soyee",,,"https://www.amazon.com/sp?seller=AB7OLCUZV8GD1","US","https://www.amazon.com/dp/B0CQM47L9S",,"$","47.49",,"【EXCITING PORTAL ADVENTURE】Embark on thrilling quests with our 84-piece Magnetic Block Set and experience an exciting portal adventure! Discover two distinct worlds: a vibrant forest with cherry blossoms and grasslands on one side and a landscape of lava rivers, volcanic ash, and dragons on the other. Kids can construct their adventures, from traversing the lava-filled lands to exploring the enchanted forests with brave knights and elegant princesses. Get ready for an unforgettable journey!","【EXPERIENCE THE JOY OF SUCCESS】Ever felt frustrated by manuals showcasing big designs without enough blocks to recreate them? Our newly revamped instruction manual guarantees your kids' experience will be truly fulfilling. With clear quantities and elements for each design, kids can confidently duplicate every model. Witness the excitement as they realize they've built creations identical to those in the manual, igniting a sense of accomplishment and pride. Let the fun begin!","【SAFE & COMPATIBLE DESIGN】Coodoo magnetic cube kits are designed with a 1-inch size compatible with popular market brands, allowing you to expand your collection by adding more building blocks. More cubes, more fun! While most magnetic block sets contain only 6 magnets, Coodoo blocks are designed with 8 magnets, making them stronger, more stable, and flexible. Sealed edges and durable structure prevent magnets from breaking or being swallowed.","【PERFECT LEARNING TOYS GIFTS】A perfect gift for kids of all ages, from toddlers to school-age kids, especially for young gamers who enjoy exploring and building in virtual worlds. It offers endless possibilities for creativity and imagination, allowing them to construct and design unique landscapes. Suitable for group activities and classroom use, including preschool and kindergarten. An ideal outdoor toys for 3+ years old boys & girls. Perfect for birthdays, Children's Day, Christmas, etc.",,,,"B0CQM47L9S","4.3",,"$","69.98","true","Monday, January 20",,"Wednesday, January 15"
"B085RG6LYM","5491","WHAT DO YOU MEME?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B085RG6LYM",,"$","12.99",,"Gift Idea: Hide it. Find it. Silly Poopy gives clues! One of the best-selling kids toys for toddlers ages 3+, Silly Poopy has little ones everywhere singing, """"Yippee yoopee! You found Silly Poopy!""","The Singing Sensation: Looking for lively toddler learning toys or Christmas Gifts for Toddlers ? Silly Poopy is it! This colorful, light-up toy encourages active play as kids hide, seek, sing and dance.","How To Play: It’s as easy as 1, 2, 3! Just hide Silly Poopy, look for Silly Poopy, and find Silly Poopy to hear a special song that makes you want to boogie. Great for both indoor and outdoor toy play.","What's Inside: You'll find 1 rainbow-colored, hide and seek Silly Poopy Toy, 2 AA Batteries, and instructions. As one of the most popular toys for 3 year olds, Silly Poopy is a must-have preschool toy.",,,,"B085RG6LYM","4.6",,"$","12.99","true","Saturday, January 18",,"Saturday, January 18"
"B00N4OP3OW","10520","Hasbro Gaming",,"Toys & Games","1500","https://www.amazon.com/gp/bestsellers/toys-and-games/ref=pd_zg_ts_toys-and-games","Kids' Handheld Games","7","https://www.amazon.com/gp/bestsellers/toys-and-games/166179011/ref=pd_zg_hrsr_toys-and-games","https://www.amazon.com/gp/bestsellers/toys-and-games/166164011/ref=pd_zg_hrsr_toys-and-games",,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B00N4OP3OW",,"$","9.84","Go mobile with the Simon Micro Series game! This compact version of the classic Simon game is just like the game you already know. Watch the lights and remember how they go so you can repeat every sequence for the win. Play alone in Solo mode or play with friends in Pass It mode, but either way the Simon Action with this Micro Series game is going to be epic! Simon and all related characters are trademarks of Hasbro.","Simon Micro Series game is fast-paced, compact fun","Follow the game's commands to Bop it, Twist it and Pull it in the right sequence","You get a point for each command you complete","Includes electronic game unit and instructions",,,,"B00N4OP3OW","4.5",,"$","11.99","true","Saturday, January 18",,"Friday, January 17"
"B08TPXXCPL","4074","Hasbro Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B08TPXXCPL",,"$","19.99",,"CONNECT 4 GAME FOR SPIDER-MAN FANS: It's the Connect 4 strategy game with a Marvel Spider-Man theme","STRATEGY BOARD GAME: Challenge a friend and rule the grid with this Spider-Man edition of the Connect 4 game. It's Peter Parker vs. Miles Morales in a friendly neighborhood competition","DISC-DROPPING FUN: Get ready for exciting Connect 4 gameplay. Stack the discs vertically, line them up side-to-side, or go on the diagonal. The first player to get 4 of their discs in a row wins",,,,,"B08TPXXCPL","4.8",,,,"true","Saturday, January 18",,"Thursday, January 16"
